gene	ACH-001339	ACH-000765	ACH-000008	ACH-000465	ACH-000550	ACH-000322	ACH-002508	ACH-000632	ACH-000441	ACH-000805	ACH-001328	ACH-001521	ACH-000580	ACH-001568	ACH-002458	ACH-001569	ACH-000814	ACH-001973	ACH-002005	ACH-002003	ACH-002461	ACH-000799	ACH-001523	ACH-001551	ACH-002511	ACH-002460	ACH-000614	ACH-000014	ACH-000348	ACH-001566	ACH-000572	ACH-001239	ACH-001970	ACH-000425	ACH-000404	ACH-000882	ACH-000458	ACH-002084	ACH-001522	ACH-000650	ACH-001563	ACH-002510	ACH-000822	ACH-000812	ACH-002509	ACH-001524	ACH-001982	ACH-000730	ACH-001567	ACH-000661	ACH-001190	ACH-002459	ACH-001645	ACH-000304	ACH-000931	ACH-000810	ACH-002001	ACH-001550	ACH-000450	ACH-000423	ACH-001552	ACH-000915	ACH-000881	ACH-000899	ACH-000884	ACH-000477	ACH-000401	ACH-000615	ACH-000801	ACH-002512	ACH-002004	ACH-000827	ACH-000987	ACH-000274	ACH-000644	ACH-000219	ACH-000582	ACH-001570	ACH-001442	ACH-000640	ACH-002002	ACH-000579	ACH-000788	ACH-000968	ACH-000750
HIPK2	1.57	22.32	57.73	21.31	7.94	12.26	3.8	17.11	4.28	0.31	2.21	5.36	33.16	2.61	9.95	2.03	16.52	7.63	12.54	23.5	29.99	24.82	0.79	4.51	30.2	8.02	7.68	12.05	8.59	3.9	17.19	5.86	29.21	18.14	6.27	30.53	13.52	5.95	17.94	11.65	10.71	5.44	53.14	8.58	12.5	1.11	29.42	9.7	20.15	22.62	26.44	9.09	47.79	23.01	12.26	5.89	26.57	19.95	31.69	11.64	8.32	8.08	16.44	22.89	12.14	24.52	2.91	5.52	21.78	9.03	47.7	52.95	16.97	3.64	11.38	25.74	13.14	7.01	2.19	13.95	10.4	4.75	35.38	24.22	23.1
TNPO3	38.98	37.06	74.02	51.93	37.35	40.82	20.08	44.88	77.85	55.98	21.35	41.83	104.96	16.48	26.32	47.04	64.03	40.85	54.71	37.26	38.9	46.24	19.1	21.42	17.55	30.73	52.83	43.08	34.28	33.64	94.14	45.15	50.98	25.96	44.25	52.88	38.25	39.56	34.68	64.1	21.21	33.5	46.41	53.12	27.92	31.77	56.69	45.73	26.39	49.89	48.11	23.51	22.4	61.67	49.12	38.16	37.79	36.62	57.31	47.7	40.26	55.5	34.87	36.38	27.39	63.09	40.11	28.09	39.14	45.04	41.22	64.59	32.6	34.51	51.05	32.92	52.73	38.36	21.88	66.02	32.34	33.63	42.81	42.83	29.87
RFXANK	53.66	40.09	81.8	56.74	84.19	84.17	38.78	84.19	75.55	62.15	38.54	35.77	65.64	115.27	64.88	82.8	77.76	63.89	70.03	89	48.57	71.53	49.2	62.17	190.2	53.35	82	102.3	84.7	152.51	63.68	43.21	52.62	118.28	61.59	57.59	72.74	83.03	60.13	83.34	31.13	66.73	46.01	79.67	51.96	49.66	46.22	37.55	44.32	47.29	36.72	44.74	57.24	68.45	87.22	80.11	94.99	94.56	59.88	51.49	36.2	84.03	62.86	60.72	55.95	58.87	55.29	67.12	75.1	54.19	82.8900000000001	71.75	74.38	73.67	65.41	104.83	79.8	76.97	56.94	60.78	93.1600000000001	94.65	78.3	55.21	63.04
TMEM161A	8.93	26.42	35.88	22.92	44.08	23.56	7.74	25.59	36.61	37.67	10	15.84	23.07	5.88	19.69	21.58	33.67	14.28	31.86	38.59	22.09	32.55	12.71	27.52	54.33	19.75	29.34	42	27.73	27.08	37.39	32.74	8.34	41.05	37.54	37.32	17.07	10.46	15.02	41.07	8.1	14.07	36.85	29.83	14.06	17.49	15.56	24.41	6.09	16.79	19.28	20.29	18.39	31.19	24.59	29.59	32.9	15.51	20.78	23.55	8.17	39.63	37.94	32.9	12.44	19.99	16.43	25.82	21.92	20.47	27.07	22.04	36.12	28.66	36.87	37.21	39.53	13.22	24.95	24.62	28.77	45.06	31.76	25.64	36.51
LPAR2	1.19	5.35	8.05	11.07	9.87	13.35	2.72	1.2	3.58	6.05	3.89	8.15	4.15	2.44	11.15	19.83	4.91	0.66	4.86	3.71	3.37	11.08	9.95	7.18	1.99	8.59	9.45	7.5	9.26	10.86	2.98	14.67	2.04	7.58	2.68	2.99	15.76	2.5	3.29	2.25	1.19	10.38	0.91	7.43	2.55	12.31	6.73	7.75	1.01	3.66	1.92	12.71	2.42	10.45	4.81	3.57	2.7	7.87	0.95	1.44	1.85	22.14	1.18	9.38	18.43	7.08	7.39	9.12	8.69	1.75	2.48	10.73	3.74	0.51	3.55	7.04	2.59	4.92	12.47	4.27	5.32	6.88	3.05	1.45	10.26
CTSA	283.46	571.349999999999	385.73	331.31	433.48	296.34	400.12	152.35	592.6	483.77	114.15	125.24	189.04	178.56	335.12	305.03	236.3	199.71	408.05	47.15	350.79	356.22	126.94	108.91	174.07	427.14	473.35	560.74	226.57	172.56	221.03	240.26	200.71	204.81	352.23	202.2	80.53	399.07	578.7	267.03	53.21	400.83	295.03	887.149999999998	112.02	326.82	240.7	481.01	113.05	359.64	164.74	527.96	101.66	185.6	58.31	516.29	43.71	79.93	311.96	1123.3	153.31	159.93	197.67	318.82	157.67	536.85	326.15	230.67	800.08	183.14	207.64	331.27	261.77	191.22	402.56	98.28	459.18	324.61	146.37	379.54	68.29	479.28	91.26	496.33	93.59
SUGP2	15.64	46.6	55.63	64.92	57.76	43.31	7.83	38.2	37.15	46.5	8.7	16.47	57.95	24.74	20.8	19.02	58.54	11.01	38.54	21.69	18.26	55.14	12.26	25.59	28.49	19.52	29.61	47.64	70.83	31.24	58.52	58.97	13.14	51.45	44.08	76.5	29.99	23.96	18.31	60.9	15.63	14.17	39.92	49.52	11.68	10.36	13.15	32.91	15.32	49.47	36.47	21.23	18.34	61.88	40.13	38.35	22.04	24.13	42.9	39.71	16.34	65.69	41.99	43.56	25.54	33.56	33.68	37.84	44.6	19.1	16.81	49.19	44.54	41.9	38.72	42.79	66.25	15.62	15.34	49.27	28.04	49.97	45.05	25.53	35.93
SLC12A2	6.69	19.59	7.75	9.61	7.21	10.44	2.58	13.56	8.49	10.56	3.72	7.47	21.64	1.64	11.01	3.6	13.24	7.62	4.82	10.81	3.95	5.64	12.1	4.7	26.3	12.83	8.19	6.31	2.78	3.18	10.81	19.33	5.83	10.33	14.14	6.44	5.15	12.42	10.25	9.62	11.55	4.62	19.23	14.39	3.84	27.34	10.35	12.45	8.41	20.64	19.35	4.64	6	19.37	16.42	10.3	9.78	5.54	9.3	7.46	7.3	8.9	11.05	13.41	3.4	13.54	7.68	17.46	10.2	3.71	12.27	11.2	16.35	13.29	7.04	13.93	2.67	6.6	5.14	10.34	3.06	9.35	9.38	5.84	5.1
SNX24	26.35	41.05	14.15	1.66	25.01	32.25	10.42	14.11	22.31	10.48	7.61	16.7	23.05	16.01	22.16	20.24	21.78	36.1	22.24	15.11	16.99	34.07	10.27	17.57	34.15	22.95	18.2	7.98	15.55	23.52	9.34	19.81	10.94	19.25	15.21	26.31	35.17	32.49	11.64	13.68	19.33	38.72	85.39	19.48	10.23	15.1	14.48	12.92	50.68	21.01	45.74	14.38	13.87	53.2	13.78	10	20.87	27.13	6.73	14.88	14.24	10.6	44.07	30.81	26.27	13.12	19.55	18.25	9.73	13.67	40.03	56.44	27.99	43.43	10.5	18.93	7.45	17.78	9.08	32.56	34.41	8.14	21.83	23.48	19.85
EYA2	0.14	0.49	0.43	0	0.19	0.22	0.01	0.03	0.94	0.01	3.47	20.79	0.02	0.14	0.67	0.05	0.1	0.03	0.02	0.01	0	0.19	31.79	10.7	7.05	2.21	0.01	5.72	0.04	0.18	0.03	0.19	0	5.28	2.6	0.86	0.02	0	0.46	0.48	18.16	0	4.51	4.74	0	9.68	0.16	0.0800000000000001	0.03	0.1	0.2	0.05	0	0.17	0	0.04	0.01	0.11	0.0900000000000001	5.45	9.54	0	0.02	0.03	0.0600000000000001	0.11	0.05	0.11	0.0700000000000001	0	8.9	0.03	0	1.53	0.04	0	0.01	0.02	0.39	3.7	0.14	0.01	0	0.01	0
CNN2	54.16	47.05	83.88	11.67	154.55	94.43	276.34	60.88	28.09	15.29	58.04	119.99	56.51	50.28	115.83	64.86	36.37	9.4	7.5	21.72	156.47	59.27	98.18	157.98	39.74	118.25	19.61	65.43	196.59	14.53	44.83	23.57	16.22	25.11	71.01	30.72	104.88	19.19	21.06	11.17	61	30.67	117.17	30.05	108.36	87.9	33.95	9.9	55.14	106.86	42.12	183.02	33.62	81.97	82.48	24.21	29.48	299.94	32.09	13.51	137.52	13.71	23.13	55.34	135.11	31.93	46.3	37.32	9.21	48.88	12.68	128.54	24.44	124.19	24.53	42.79	52.15	7.57	115.88	91.74	47.2	56.35	43.75	84.62	112.62
ABCA7	1.54	3.81	5.73	18.07	6.68	3.54	1.43	4.47	6.35	4.73	1.33	3.13	9.7	6.85	4.62	3.45	15.48	1.09	3.41	2.21	4.05	6.28	4.75	0.94	2.34	6.52	3.67	10.95	5.34	3.96	2.29	8.65	1.75	6.96	10.26	4.15	9.62	4.56	4.31	1.36	1.87	2.26	4.84	6.66	10.01	10.88	2.09	3.02	1.11	10.51	1.89	20.9	4.84	6.78	4.1	4.21	1.37	4.83	4.27	5.06	1.02	7.1	5.3	7.24	6.17	13.39	4.3	11.7	8.19	2.58	2.05	3.81	5.39	8.07	4.53	3.38	12.31	2.28	3.13	13.03	3.51	19.76	3.51	8.35	3.52
SNCAIP	0.03	0	0.0700000000000001	0.18	0.04	0.11	0.02	0.0900000000000001	0.02	0.11	0.22	3.2	0.0600000000000001	0.02	0.42	0.02	0.15	0.04	0.01	0.0600000000000001	0.36	0.36	3.98	2.34	0.28	0.65	0.1	0.41	0.01	0.01	0.03	0	0.11	0.14	0.02	0.03	0.79	0	0.02	0	0.21	0	0.0900000000000001	0.11	1.45	1.47	0.1	0	0.0600000000000001	0	0.01	2.24	0.01	0.0600000000000001	0.15	0.01	0.25	0.51	0	0.01	4.9	0	0.01	0.02	0	0.02	0	0.03	0.04	0.24	0.7	1.28	0.04	0.2	0.03	0.0800000000000001	0.24	0.04	0.77	0.0700000000000001	2.22	0.02	0.01	0	1.74
DDX20	10.87	14.27	13.19	8.43	6.9	8.82	9.69	11.44	7.56	6.96	8.83	7.71	12.28	4.15	6.51	8.52	11.35	10.85	6.62	9.16	6.95	7.33	15.26	6.62	7.4	5.51	7.87	10.05	8.22	8.81	13.68	14.38	7.66	12.19	4.73	8.97	13.47	10.21	7.06	21.29	7.68	4.56	6.34	15.77	6.36	4.47	5.25	7.68	7.53	12.12	22.58	5.09	3.6	21.29	13.59	18.27	9.13	10.12	12.73	10.19	12.15	21.4	9.44	11.8	5.55	7.94	10.26	11.76	13.19	32.29	7.28	7.75	10.63	8.68	4.5	14.68	8.8	10.3	7.39	6.36	9.05	11.58	10.64	4.94	7.16
BTBD1	57.99	70.6	36.73	54.73	37.1	42.1	42.56	33.08	46.61	42.46	27.59	34.65	53.2	8.59	27.03	32.6	41.5	56.71	52.63	34.61	18.85	37.19	39.6	26.65	26.36	25.92	30.33	32.77	42.58	29.48	101.04	33.93	66.24	33.23	48.43	44.59	31.26	57.06	72.53	81.38	43.79	31.59	34.95	69.85	48.53	17.53	24.67	45.07	21.43	113.78	40.3	21.11	56.71	38.77	39.84	51.81	33.18	43.28	67.03	114.27	35.38	38.08	40.07	52.52	52.48	55.14	54.5	44.35	52.96	54.59	37.89	35.58	49.39	23.4	16.87	38.09	56.38	30.18	22.42	49.3	33.31	63.33	38.83	52.51	40.51
FAR2	14.51	26.91	6.65	8.67	15.89	5.98	2.35	6.74	6.3	13.38	1.87	0.76	8.69	9.22	4.4	10.69	7.94	17.33	29.9	6.06	7.88	9.57	1.24	9.57	2.64	6.71	17.49	6.65	6.98	11.54	18.73	8.81	10.83	16.32	11.32	5.86	0.28	10.63	31.61	15.27	9.49	18.67	1.68	19.69	5.24	0.82	0.62	2.26	5.51	2.06	2.47	4.73	10.07	6.94	99.72	18.37	5.97	30.88	9.38	4.12	21.71	15.5	9.41	2.18	12.94	0.68	10.77	13.59	14.14	19.44	14.74	14.93	22.36	0.63	8.59	8.73	7.82	21.26	1.01	14.75	14.08	14.38	16.75	11.69	10.56
BCAS1	0.0600000000000001	0.84	0.39	0.0900000000000001	0.0700000000000001	0.17	0.02	0.03	0.04	0.03	12.08	0.1	0.11	0.01	0.36	0.1	0.04	0.1	0	0	0.01	0.05	0.79	0.0800000000000001	0.35	0.05	0.03	0.52	0.26	0.01	0.0700000000000001	0.16	0	0.0700000000000001	0.66	1.95	0.0600000000000001	0.01	0.05	0.13	0	0	6.78	0.03	0.21	51.46	0.12	0.05	0.05	0.05	0.41	0.01	0.03	0.17	37.6	0.14	0	0	0.0700000000000001	0.22	0.02	0.01	0.0700000000000001	0.38	0.0600000000000001	0.14	0.11	0.1	0.53	0.76	0.01	0.05	0.35	1.17	0.2	0.02	0.05	0.05	0.57	0.67	0	0.13	0.01	0.76	0.04
POU1F1	0	0	0.01	0	0	0	0.01	0	0	0	0.01	0.01	0	0.01	0.01	0	0	0.03	0.02	0.02	0	0.01	0	0	0	0.04	0	0.02	0	0.03	0.02	0	0.03	0.13	0.02	0	0	0.05	0	0	0	0.01	0.01	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0.03	0.01	0.03	0	0	0	0	0.01	0
CHI3L2	0.77	0.32	18.31	0.33	0.7	0.0900000000000001	0.61	5.26	0.15	0.0900000000000001	0.05	0.05	0.77	0	3.24	0.37	0.19	0.7	3.67	1.99	1.48	0.22	0.46	0.13	2.79	4.25	0.37	21.37	1.05	1.03	0.12	2.66	0.38	1.16	2.16	0.59	0.1	0.69	1.04	0.03	0	0.69	7.69	0.74	0.89	0.02	0.45	0.16	0.21	0.21	1.49	2.68	1.54	3.76	1.73	0.0700000000000001	0.27	0	0.24	0.26	0.27	1.15	1.33	5.73	0.12	0.51	0.59	0.68	0.0700000000000001	6.49	0.54	0.92	0.1	71.81	0.35	1.08	0.17	0.16	0.79	17.64	1.54	0.0800000000000001	0.25	0.12	0.0700000000000001
SBNO2	9.5	48.48	64.16	24.81	30.68	38.99	20.39	26.25	33.26	31.65	8.19	8.44	28.04	5.38	25.63	8.25	33.54	8.32	21.96	12.48	13.54	20.38	13.58	8.88	11.81	26.61	30.5	46.71	34.49	5.86	30.51	28.1	7.84	42.76	36.82	42.55	36.43	9.85	7.97	36.48	7.31	4.67	39.85	42.45	22.53	20.08	5.25	24.58	6.32	35.7	19.62	46.33	4.96	44.74	9.76	46.38	11.61	9.63	38.76	29.52	4.38	31.09	31.85	36.74	40.65	17.85	37.94	35.23	43.39	13.68	13.01	61.4	71.32	42.07	49.67	28.22	58.37	7.66	26.08	40.06	14.61	55.83	18.33	53.66	37.52
PMS1	10.02	15.42	9.64	14.44	10.92	13.47	11.33	8.08	11.6	15.93	7.7	13.7	10.75	4.45	13.23	13.44	11.61	7.91	7.18	5.95	8.66	7	8.9	20.65	9.56	9.75	12.66	11.01	20.59	6.8	14.4	19.35	8.97	10.06	7.75	12.11	6.75	6.57	6.73	11.07	10.9	6.81	7.96	16.43	10.85	6.51	9.58	6.8	12.49	12.68	9.65	10.63	8.95	12.5	16.8	8.03	8.05	23.41	11.91	11.85	13.05	12.19	8.88	19.13	13.45	12.68	8.66	13.15	13.93	8.6	12.98	18.07	14.95	6.7	7.28	8.71	11.34	6.63	6.42	8.16	14.74	14.28	15.19	4.84	14.27
HMG20B	45.28	340.39	173.43	344.14	178.87	420.72	51.06	108.36	541.6	130.28	10.89	19.45	315.77	67.29	133.19	310.56	481.76	128.8	227.84	47.76	29.82	116.03	30.44	19.44	101.08	105.34	266.07	279.99	89.17	50.87	178.47	263.39	28.76	142.57	109.89	245.11	77.56	147.32	40.71	292.65	30.42	95.82	287.41	716.11	60.26	25.68	71.46	390.63	53.67	328.93	152.06	43.48	8.37	737.81	50.56	311.3	37.87	31.28	202.6	69.86	10.06	636.17	379.06	430.08	261.78	371.36	254.2	406.8	153.8	108.86	41.24	120.47	344.97	443.09	196.87	91.7	285.29	147.28	52.75	361.8	21.74	125.84	148.56	636.81	127.76
CALCRL	0.25	0.02	0.04	0.14	0.0900000000000001	0.04	0.38	0.14	0.39	0.03	0.77	0.05	0.11	0	0.38	0.04	0.11	0.31	0	0.03	0.1	0.04	0.85	0.31	0.12	0.37	0.84	0.05	0.21	0	0.01	0.37	0.01	0.05	0.0600000000000001	0.02	0.04	0.42	0.0800000000000001	0.05	0.33	0.37	0.0800000000000001	0.01	0.11	0	0.18	0.1	0.01	0.0800000000000001	0.23	0.39	0.21	0.05	0.0600000000000001	0.05	0.16	2.34	0	0.13	0.37	0.1	0.01	0.0800000000000001	0.01	0	0.01	0.11	0	0.12	0.97	0.0700000000000001	0	0	0.04	0.0900000000000001	0.1	0.55	1.02	0.12	0.69	0.11	0.0600000000000001	0.03	0.45
TAF11	46.95	24.07	23.5	20.28	14.98	33.45	44.45	37.63	27.01	17.17	24.35	40.99	26.18	18.8	29.25	24.5	35.98	33.06	30.28	18.05	10.51	16.01	41.17	29.53	49.84	24.11	29.74	24.86	33.85	43.41	28.73	26.65	34.31	24.38	22.66	20.97	17.14	37.79	41.56	22.97	24.35	25.63	25.24	33.73	44.5	31.77	16.94	18.5	21.3	25.2	26.85	19.72	22.08	52.76	33.62	41.65	18.84	34.94	25.86	24.27	51.39	24.27	29.18	49.27	17.3	20.72	37.16	19.35	19.93	24.48	29.62	18.77	17.95	29.11	20.01	20.14	23.3	25.49	25.77	32.14	10.72	37.37	39.93	37.43	21.87
ANKS1A	20	27.76	29.93	134.12	4.82	27.62	5.04	15.49	172.2	18.84	3.24	7.96	88.51	12.26	9.32999999999999	32.27	59.12	89.49	7.41	4.49	5.03	7.74	12.1	7.18	9.84	23.7	69.81	46.74	7.61	12.82	20.05	150.6	9.26	72.46	11.26	14.47	9.05	64.07	13.62	29.21	2.91	10.08	19.5	52.18	38.77	10.59	139.56	10.37	5.19	54.71	22.94	6.39	31.63	21.53	13.03	22.54	4.71	4.04	25.36	14.16	6.58	131.55	6.12	14.27	10.24	54.07	53.2	101.51	51.26	56.44	103.03	4.69	10.49	10.68	24.01	5.87	21.18	34.64	4.37	48.04	4.55	87.92	17.14	31.23	7.85
AP3D1	53.48	82.05	124.39	158.53	110.55	103.53	36	72.37	115.68	114.11	23.98	37.01	90.44	29.09	66.71	61.45	104.55	65.97	76.27	47.88	60.77	58.36	49.83	41.49	36.9	61.61	107.24	104.84	80.33	42.05	155.48	70.05	50.48	106.57	137.24	58.98	96.72	71.65	39.34	180.4	54.19	72.85	81.91	98.36	48.64	44.62	89.54	77.81	35.16	150.01	78.94	66.88	56.31	70.99	91.5	130.05	29.88	33.63	158.02	98.65	27.54	88.16	89.55	75.47	60.2	84.3	91.14	96.46	131.61	75.99	75.99	82.75	114.74	109.38	84.59	52.65	108.85	61.46	50.99	95.93	44.03	168.21	52.29	81.63	74.94
ZNF76	15.63	24.24	15.53	14.78	12.89	12.94	21.4	12.16	36.57	26.28	8.34	11.1	9.06	18.23	11.54	9.08	25.6	13.12	12.69	7.04	13.03	17.74	10.1	9.16	11.7	13.3	29.27	23.87	28.52	6.86	11.54	21.61	11.84	14.32	16.57	35.15	24.67	13.51	16.55	11.94	7.09	11.78	20.65	12.51	12.72	12.3	15.83	17.69	9.84	23.21	13.37	13.66	11.51	41.72	19.51	30.59	6.61	21.13	21.5	13.31	11.68	20.73	10.99	21.32	23.19	25.62	30.61	17.44	21.06	16.01	7.89	14.24	19.06	14.49	25.89	12.28	22.64	8.22	7.34	38.02	9.6	24.92	22.39	34.66	14.77
SLC9A3R2	4.67	8.75	12.94	4.74	13.09	28.24	0.4	8.98	19.44	2.72	22.55	12.37	7.51	9.28	12.22	2.78	23.37	0.15	10.04	84.25	10.35	16.91	24.45	11.16	22.97	13.46	12.92	41.65	43.89	16.71	22.65	8.71	5.13	13.73	11.62	6.07	63.1	0.64	1.53	10.56	19.86	11.15	9.71	9.56	30.51	22.35	3.07	7.94	68.14	19.73	2.97	8.22	6.25	56.54	20.84	7.73	95.18	31.46	6.57	16.38	8.66	6.18	9.14	18.15	18.53	94.54	20.83	2.65	7.68	11.39	10.41	110.49	19.9	16.59	15.05	77.8	11.87	3.37	7.15	3.06	57.66	8.59	62.01	4.97	59.44
NTHL1	12.54	16.76	29.17	23.51	24.38	44.99	7.02	20.83	25.79	23.44	20.44	24.16	19.5	24.73	22.66	16.68	36.82	4.69	26.97	21.88	14.61	19.35	17.49	11.72	16.71	18.05	15.39	32.73	25.9	30.11	26.19	18.41	9.15	27.22	22.5	37.26	6.61	9.25	12.82	36.81	9.7	21.7	16.96	30.12	39.12	22.34	9.16	18.11	17.68	28.27	19.83	13.19	13.49	15.89	23.96	30.54	26.46	20.04	26.77	28.8	13.48	19.31	40.03	46.33	46.08	48.29	19.96	18.34	26.58	26.92	19.92	16.9	40.67	24.76	16.57	32.65	32.46	11.86	7.69	17.64	23.95	40.72	34.15	32.62	24.53
UHRF1BP1	4.45	7.04	3.84	11.08	2.42	3.95	2.09	6.38	16.42	3.82	3.29	6.83	5.24	4.36	3.66	2.45	4.57	10.04	12.63	3.42	1.83	2.42	2.13	5.49	4.12	4.85	25.41	4.21	7.86	3.11	7.33	4.33	11.59	3.44	4.8	8.52	16.34	12.17	11.48	8.54	5.29	5.54	3.93	6.32	4.79	9.55	11.11	5.91	0.93	5.7	5.17	2.93	6.1	4.85	10.6	7.34	4.55	14.11	7.05	6.95	8.52	5.53	5.14	5.31	5.84	8.48	3.69	4.93	6.31	6.92	17.91	2.5	7.12	3.26	4.64	3.81	7.7	4.3	3.61	4.27	5.84	6.93	10.25	13.81	6.57
GNAI3	5.28	6.86	5.46	3.87	5.58	4.18	5.96	6.97	3.84	2.84	6.46	4.16	4.3	0.87	3.4	3.62	5.57	6.25	4.14	5.14	3.48	3.06	8.97	6.14	4.3	3.7	4.89	4.6	7.48	3.36	7.13	8.56	3.51	3.93	2.49	4.47	8.87	4.67	3.08	8.41	5.47	1.8	4.53	5.39	4.92	3.47	2.72	3.7	2.58	5.58	12.02	3.25	9.04	11.09	6.73	8.98	6.82	10.48	4.64	4.26	8.79	12.3	5.11	5.77	5.25	3.17	5.62	6.81	4.79	3.56	4.21	6.3	4.94	2.13	2.21	6.2	3.84	4.11	5.28	5.69	5.61	5.72	5.49	3.05	5.82
IPO5	79.54	87	75.26	57.59	54.48	77.84	54.32	81.66	48.48	57.93	51.26	130.53	83.75	17.19	46.55	36.2	82.85	42.77	95.66	88.51	83.24	55.42	41.06	82.11	60.24	39.52	82.87	58.22	55.83	39	185.87	65.56	67.04	41.7	94.19	104.58	45.27	44.24	59.72	300.83	99.78	49.97	59.74	89.58	92.52	36.53	45.53	64.51	95.84	161.9	43.08	38.48	97.98	54.15	124.66	62.95	100.51	165.71	73.27	65.02	110.37	58.38	46.38	86.51	48.58	46.31	68.13	41.31	47.61	74.49	42.7	101.75	60.9	60.48	44.47	122.23	81.56	40.69	31.72	50.22	121.63	84.02	149.67	57.52	110.08
OAT	130.55	142.47	87.98	78.55	91.3	77.22	79.01	143.42	112.72	191.91	92.82	307.46	206.53	71.62	76.68	129.12	78.3	169.14	163.43	166.56	61.32	90.43	217.4	68.61	214.97	78.3	47.25	74.15	92.76	76.7	79.8	128.25	86.39	96.4	92.62	67.44	60.26	143.18	144.7	140.8	141.81	66.86	188.55	123	29.86	144.07	254.33	68.81	88.55	130.54	235.79	51.77	115.29	65.12	121.21	169.28	155.51	113.25	92.06	75.78	84.12	170.88	172.97	111.01	156.49	104.81	96.05	163.08	182.74	161.24	118.58	91.3600000000001	171.08	125.68	67.72	149.63	92.54	206	118.37	112	111.83	77.1	92.1	28.23	24.15
WDR3	23.14	47.5	71.44	25.22	13.49	44.76	25.32	55.27	56.83	31.11	13.74	23.51	32.57	2.16	36.25	14.02	35.85	85.04	38.15	75.27	22.82	17.4	28.68	41.63	20.39	30.64	33.07	51.42	40.69	8.57	63.74	37.84	90.26	37.11	53.11	38.03	31.42	43.15	13.38	46.64	18.42	9.93	21.43	32.88	57.16	6.63	23.52	25.52	7.2	30.36	130.15	25.64	63.55	55.29	56.23	47.21	62.11	37.87	37	39.91	63.88	66.05	28.41	62.18	37.19	20.85	17.86	52.12	19.66	33.48	43.71	32.3	47.37	16.46	22.96	59.76	26.84	17.51	18.19	27.43	49.69	39.13	48.12	14.53	24.84
PKN2	16.14	24.14	16.85	13.81	18.45	11.04	36.96	14.86	11.19	10.21	25.84	32.49	18.39	5.02	13.48	15.88	16.53	22.7	14.3	11.42	14.74	11.81	43.06	14.17	21.27	16.7	16.63	13.85	16.53	9.16	16.87	11.55	13.82	9.78	6.99	19.83	25.68	18.99	12.66	18.9	14.54	8.73	15.35	21.39	14.95	22.33	7.74	11.29	8.82	22.41	16.44	16.67	20	11.09	28.28	18.93	11.79	30.46	16.48	15.1	34.47	14.39	10.07	14.46	10.12	10.92	13.12	16.28	17	20.7	11.56	19.35	22.35	10.74	8.74	12.9	13.75	14.88	17.33	10.15	15.42	17.13	16.21	5.55	18.18
WDR18	9.73	39.71	49.08	39.73	21.54	65.44	12.01	40.55	39.35	38.51	20.16	40.5	36.67	15.05	43.7	10.38	32.94	5.39	15.74	28.61	20.06	25.7	15.7	19.61	8.77	29.52	55.89	52.06	50.68	4.34	42.09	35.16	7.14	42.5	41.53	42.85	39.61	11.5	5.03	20.89	12.6	13.8	18.28	28.55	23.94	19.34	4.18	30.6	11.97	25.31	30.11	32.1	6.35	36.31	20.19	35.19	33.67	10.89	22.36	20.15	4.63	47.99	51.23	35.73	55.73	14.29	37.31	31.67	23.56	8.71	12.58	45.59	39.92	40.08	22.13	68.38	41.7	6.34	34.13	26.53	28.06	59.93	30.33	23.65	45.49
TRAM2	31.99	26.3	31.4	8.21	59.33	47.16	100.71	29.72	13.44	9.35	7.31	10.06	41.67	3.48	48.27	10.99	32.91	17.59	18.25	11.45	22.49	36.23	8.42	28.12	65.4	37.73	12.42	42.88	86.54	9.19	9.92	40.08	8.66	16.46	17.91	17.59	14.96	7.9	17.45	16.46	100.98	9.23	85.13	35.07	39.71	13.6	9.65	8.04	22.65	43.87	16.16	58.87	20.52	82.1	27.54	38.43	10.37	57.07	10.8	18.58	43.5	19.98	21.61	25.78	49.44	22.32	41.85	15.99	7.64	17.05	14.89	82.85	13.81	36.12	19.71	19.85	22.66	3.89	5.22	71.71	23.83	16.94	18.61	13.51	29.02
NTN1	0.0900000000000001	0.18	0.35	0.65	0.23	9.63	0.02	0.0600000000000001	2.63	0.0800000000000001	4.71	0.28	1.2	0.19	4.82	0.16	0.41	0.01	3.59	0.11	2.37	22.15	51.74	8.62	9.1	2.72	0.17	3.02	0.05	0.14	0.4	0.15	1.18	3.39	4.16	1.21	0.02	0.88	1.69	0.49	0	0.03	0.26	8.73	0.04	0.13	0.44	6.01	2.18	0.15	0.28	0.69	0.01	10.09	0.01	1.47	0.35	0.11	1.87	3.37	1.36	0.03	1.52	1.31	0.02	1	0.11	1.15	2.82	0.11	2.6	4.4	0.0700000000000001	2.12	0.22	0.29	1.38	0.65	0.11	0.0900000000000001	0.47	0.53	0.02	3.9	0.03
